date,execution_time,epochs,learning_rate,features,layers,batch_size,loss,accuracy,recall,f1_score
2025-06-29 21:48:21,128.42,1,0.01,4,3,16,0.5099093914031982,0.6698240637779236,0.7117117117117117,0.6938519447929736
2025-06-29 23:00:50,4254.85,20,0.01,4,6,16,0.4189571142196655,0.7966846823692322,0.8288288288288288,0.8108278249921309
2025-06-30 12:01:14,7049.68,20,0.01,4,10,16,0.6027945280075073,0.8037889003753662,0.8326898326898327,0.8169191919191919
2025-06-30 18:49:06,18688.03,20,0.01,4,12,16,0.34781572222709656,0.8014208674430847,0.8462033462033463,0.8175318619832141
